q,p,deg_p,deg_ell,prime_levels,complete,incomplete,incomplete_levels,result_directory
7,T^3 + 6*T^2 + 2*T + 1,3,3,111,48,63,T^3 + 5; T^3 + T + 1; T^3 + T + 6; T^3 + 2*T + 6; T^3 + 3*T + 2; T^3 + 4*T + 1; T^3 + T^2 + 1; T^3 + T^2 + 3; T^3 + T^2 + T + 5; T^3 + T^2 + 2*T + 4; T^3 + T^2 + 2*T + 6; T^3 + T^2 + 3*T + 1; T^3 + T^2 + 3*T + 5; T^3 + T^2 + 4*T + 3; T^3 + T^2 + 5*T + 1; T^3 + T^2 + 5*T + 2; T^3 + 2*T^2 + 1; T^3 + 2*T^2 + 3; T^3 + 2*T^2 + T + 6; T^3 + 2*T^2 + 2*T + 3; T^3 + 2*T^2 + 3*T + 5; T^3 + 2*T^2 + 4*T + 5; T^3 + 2*T^2 + 5*T + 1; T^3 + 2*T^2 + 6*T + 1; T^3 + 2*T^2 + 6*T + 2; T^3 + 2*T^2 + 6*T + 4; T^3 + 3*T^2 + 6; T^3 + 3*T^2 + T + 1; T^3 + 3*T^2 + T + 4; T^3 + 3*T^2 + 3*T + 3; T^3 + 3*T^2 + 3*T + 4; T^3 + 3*T^2 + 4*T + 1; T^3 + 4*T^2 + 1; T^3 + 4*T^2 + 2*T + 2; T^3 + 4*T^2 + 2*T + 5; T^3 + 4*T^2 + 3*T + 1; T^3 + 4*T^2 + 3*T + 2; T^3 + 4*T^2 + 3*T + 4; T^3 + 4*T^2 + 4*T + 6; T^3 + 4*T^2 + 5*T + 3; T^3 + 4*T^2 + 5*T + 5; T^3 + 4*T^2 + 6*T + 1; T^3 + 5*T^2 + 4; T^3 + 5*T^2 + T + 1; T^3 + 5*T^2 + T + 3; T^3 + 5*T^2 + 4*T + 2; T^3 + 5*T^2 + 5*T + 6; T^3 + 5*T^2 + 6*T + 5; T^3 + 5*T^2 + 6*T + 6; T^3 + 6*T^2 + 4; T^3 + 6*T^2 + 6; T^3 + 6*T^2 + T + 2; T^3 + 6*T^2 + T + 5; T^3 + 6*T^2 + 3*T + 2; T^3 + 6*T^2 + 3*T + 6; T^3 + 6*T^2 + 4*T + 1; T^3 + 6*T^2 + 4*T + 4; T^3 + 6*T^2 + 5*T + 3; T^3 + 6*T^2 + 5*T + 4; T^3 + 6*T^2 + 5*T + 5; T^3 + 6*T^2 + 5*T + 6; T^3 + 6*T^2 + 6*T + 2; T^3 + 6*T^2 + 6*T + 4,results/q7_degree3_compact
7,T^3 + 6*T^2 + 2*T + 1,3,4,588,588,0,,results/q7_degree3_compact
7,T^3 + 6*T^2 + 2*T + 3,3,1,7,0,7,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 2*T + 3,3,2,21,0,21,T^2 + 1; T^2 + 2; T^2 + 4; T^2 + T + 3; T^2 + T + 4; T^2 + T + 6; T^2 + 2*T + 2; T^2 + 2*T + 3; T^2 + 2*T + 5; T^2 + 3*T + 1; T^2 + 3*T + 5; T^2 + 3*T + 6; T^2 + 4*T + 1; T^2 + 4*T + 5; T^2 + 4*T + 6; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 5; T^2 + 6*T + 3; T^2 + 6*T + 4; T^2 + 6*T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 2*T + 3,3,3,111,48,63,T^3 + 2; T^3 + 3; T^3 + T + 1; T^3 + 2*T + 1; T^3 + 2*T + 6; T^3 + 5*T + 5; T^3 + 6*T + 5; T^3 + T^2 + 1; T^3 + T^2 + 3; T^3 + T^2 + T + 2; T^3 + T^2 + 2*T + 6; T^3 + T^2 + 4*T + 3; T^3 + T^2 + 4*T + 6; T^3 + T^2 + 5*T + 1; T^3 + T^2 + 5*T + 3; T^3 + T^2 + 5*T + 4; T^3 + T^2 + 6*T + 3; T^3 + 2*T^2 + 3; T^3 + 2*T^2 + 3*T + 3; T^3 + 2*T^2 + 4*T + 2; T^3 + 2*T^2 + 4*T + 5; T^3 + 2*T^2 + 6*T + 3; T^3 + 2*T^2 + 6*T + 4; T^3 + 3*T^2 + 4; T^3 + 3*T^2 + T + 1; T^3 + 3*T^2 + 2*T + 2; T^3 + 3*T^2 + 3*T + 3; T^3 + 3*T^2 + 3*T + 5; T^3 + 3*T^2 + 3*T + 6; T^3 + 3*T^2 + 4*T + 1; T^3 + 3*T^2 + 4*T + 3; T^3 + 3*T^2 + 5*T + 2; T^3 + 3*T^2 + 6*T + 2; T^3 + 4*T^2 + 1; T^3 + 4*T^2 + 3; T^3 + 4*T^2 + T + 3; T^3 + 4*T^2 + T + 6; T^3 + 4*T^2 + 2*T + 5; T^3 + 4*T^2 + 3*T + 3; T^3 + 4*T^2 + 3*T + 4; T^3 + 4*T^2 + 5*T + 3; T^3 + 4*T^2 + 5*T + 5; T^3 + 4*T^2 + 6*T + 5; T^3 + 5*T^2 + 4; T^3 + 5*T^2 + 6; T^3 + 5*T^2 + T + 3; T^3 + 5*T^2 + 2*T + 4; T^3 + 5*T^2 + 3*T + 2; T^3 + 5*T^2 + 6*T + 3; T^3 + 6*T^2 + 4; T^3 + 6*T^2 + 6; T^3 + 6*T^2 + T + 2; T^3 + 6*T^2 + T + 5; T^3 + 6*T^2 + 3*T + 2; T^3 + 6*T^2 + 3*T + 6; T^3 + 6*T^2 + 4*T + 1; T^3 + 6*T^2 + 4*T + 4; T^3 + 6*T^2 + 5*T + 3; T^3 + 6*T^2 + 5*T + 4; T^3 + 6*T^2 + 5*T + 5; T^3 + 6*T^2 + 5*T + 6; T^3 + 6*T^2 + 6*T + 2; T^3 + 6*T^2 + 6*T + 4,results/q7_degree3_compact
7,T^3 + 6*T^2 + 2*T + 3,3,4,588,588,0,,results/q7_degree3_compact
7,T^3 + 6*T^2 + 3*T + 2,3,1,7,0,7,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 3*T + 2,3,2,21,0,21,T^2 + 1; T^2 + 2; T^2 + 4; T^2 + T + 3; T^2 + T + 4; T^2 + T + 6; T^2 + 2*T + 2; T^2 + 2*T + 3; T^2 + 2*T + 5; T^2 + 3*T + 1; T^2 + 3*T + 5; T^2 + 3*T + 6; T^2 + 4*T + 1; T^2 + 4*T + 5; T^2 + 4*T + 6; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 5; T^2 + 6*T + 3; T^2 + 6*T + 4; T^2 + 6*T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 3*T + 2,3,3,111,44,67,T^3 + 2; T^3 + 4; T^3 + 5; T^3 + T + 1; T^3 + T + 6; T^3 + 3*T + 5; T^3 + 4*T + 1; T^3 + 5*T + 2; T^3 + 6*T + 2; T^3 + 6*T + 5; T^3 + T^2 + 3; T^3 + T^2 + T + 2; T^3 + T^2 + T + 5; T^3 + T^2 + 2*T + 6; T^3 + T^2 + 3*T + 1; T^3 + T^2 + 3*T + 5; T^3 + T^2 + 4*T + 3; T^3 + T^2 + 4*T + 6; T^3 + T^2 + 5*T + 2; T^3 + T^2 + 5*T + 4; T^3 + T^2 + 6*T + 3; T^3 + 2*T^2 + 3; T^3 + 2*T^2 + T + 4; T^3 + 2*T^2 + 2*T + 6; T^3 + 2*T^2 + 3*T + 3; T^3 + 2*T^2 + 4*T + 2; T^3 + 2*T^2 + 5*T + 1; T^3 + 2*T^2 + 6*T + 2; T^3 + 2*T^2 + 6*T + 3; T^3 + 2*T^2 + 6*T + 4; T^3 + 3*T^2 + 6; T^3 + 3*T^2 + 2*T + 2; T^3 + 3*T^2 + 2*T + 5; T^3 + 3*T^2 + 3*T + 5; T^3 + 3*T^2 + 5*T + 2; T^3 + 3*T^2 + 6*T + 2; T^3 + 3*T^2 + 6*T + 6; T^3 + 4*T^2 + 1; T^3 + 4*T^2 + T + 6; T^3 + 4*T^2 + 2*T + 2; T^3 + 4*T^2 + 2*T + 5; T^3 + 4*T^2 + 3*T + 3; T^3 + 4*T^2 + 3*T + 4; T^3 + 4*T^2 + 6*T + 1; T^3 + 5*T^2 + 6; T^3 + 5*T^2 + T + 3; T^3 + 5*T^2 + 2*T + 1; T^3 + 5*T^2 + 2*T + 4; T^3 + 5*T^2 + 3*T + 4; T^3 + 5*T^2 + 4*T + 2; T^3 + 5*T^2 + 5*T + 2; T^3 + 5*T^2 + 6*T + 4; T^3 + 5*T^2 + 6*T + 6; T^3 + 6*T^2 + 4; T^3 + 6*T^2 + 6; T^3 + 6*T^2 + T + 2; T^3 + 6*T^2 + T + 5; T^3 + 6*T^2 + 2*T + 1; T^3 + 6*T^2 + 2*T + 3; T^3 + 6*T^2 + 4*T + 1; T^3 + 6*T^2 + 4*T + 4; T^3 + 6*T^2 + 5*T + 3; T^3 + 6*T^2 + 5*T + 4; T^3 + 6*T^2 + 5*T + 5; T^3 + 6*T^2 + 5*T + 6; T^3 + 6*T^2 + 6*T + 2; T^3 + 6*T^2 + 6*T + 4,results/q7_degree3_compact
7,T^3 + 6*T^2 + 3*T + 2,3,4,588,588,0,,results/q7_degree3_compact
7,T^3 + 6*T^2 + 3*T + 6,3,1,7,0,7,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 3*T + 6,3,2,21,0,21,T^2 + 1; T^2 + 2; T^2 + 4; T^2 + T + 3; T^2 + T + 4; T^2 + T + 6; T^2 + 2*T + 2; T^2 + 2*T + 3; T^2 + 2*T + 5; T^2 + 3*T + 1; T^2 + 3*T + 5; T^2 + 3*T + 6; T^2 + 4*T + 1; T^2 + 4*T + 5; T^2 + 4*T + 6; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 5; T^2 + 6*T + 3; T^2 + 6*T + 4; T^2 + 6*T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 3*T + 6,3,3,111,44,67,T^3 + 2; T^3 + 4; T^3 + T + 6; T^3 + 2*T + 6; T^3 + 3*T + 2; T^3 + 3*T + 5; T^3 + 4*T + 6; T^3 + 5*T + 5; T^3 + 6*T + 2; T^3 + T^2 + T + 2; T^3 + T^2 + 2*T + 6; T^3 + T^2 + 3*T + 5; T^3 + T^2 + 4*T + 3; T^3 + T^2 + 4*T + 6; T^3 + T^2 + 5*T + 1; T^3 + T^2 + 5*T + 2; T^3 + 2*T^2 + T + 6; T^3 + 2*T^2 + 2*T + 3; T^3 + 2*T^2 + 2*T + 6; T^3 + 2*T^2 + 3*T + 3; T^3 + 2*T^2 + 5*T + 1; T^3 + 2*T^2 + 5*T + 5; T^3 + 2*T^2 + 6*T + 2; T^3 + 3*T^2 + 6; T^3 + 3*T^2 + T + 4; T^3 + 3*T^2 + 2*T + 2; T^3 + 3*T^2 + 3*T + 3; T^3 + 3*T^2 + 3*T + 4; T^3 + 3*T^2 + 3*T + 5; T^3 + 3*T^2 + 4*T + 1; T^3 + 3*T^2 + 5*T + 4; T^3 + 3*T^2 + 6*T + 6; T^3 + 4*T^2 + 1; T^3 + 4*T^2 + T + 3; T^3 + 4*T^2 + T + 6; T^3 + 4*T^2 + 2*T + 2; T^3 + 4*T^2 + 2*T + 5; T^3 + 4*T^2 + 3*T + 1; T^3 + 4*T^2 + 3*T + 3; T^3 + 4*T^2 + 4*T + 6; T^3 + 4*T^2 + 5*T + 3; T^3 + 4*T^2 + 6*T + 1; T^3 + 4*T^2 + 6*T + 5; T^3 + 5*T^2 + 4; T^3 + 5*T^2 + 6; T^3 + 5*T^2 + 2*T + 1; T^3 + 5*T^2 + 3*T + 2; T^3 + 5*T^2 + 4*T + 5; T^3 + 5*T^2 + 5*T + 2; T^3 + 5*T^2 + 5*T + 6; T^3 + 5*T^2 + 6*T + 3; T^3 + 5*T^2 + 6*T + 4; T^3 + 5*T^2 + 6*T + 6; T^3 + 6*T^2 + 4; T^3 + 6*T^2 + 6; T^3 + 6*T^2 + T + 2; T^3 + 6*T^2 + T + 5; T^3 + 6*T^2 + 2*T + 1; T^3 + 6*T^2 + 2*T + 3; T^3 + 6*T^2 + 4*T + 1; T^3 + 6*T^2 + 4*T + 4; T^3 + 6*T^2 + 5*T + 3; T^3 + 6*T^2 + 5*T + 4; T^3 + 6*T^2 + 5*T + 5; T^3 + 6*T^2 + 5*T + 6; T^3 + 6*T^2 + 6*T + 2; T^3 + 6*T^2 + 6*T + 4,results/q7_degree3_compact
7,T^3 + 6*T^2 + 3*T + 6,3,4,588,588,0,,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4,3,1,7,0,7,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4,3,2,21,0,21,T^2 + 1; T^2 + 2; T^2 + 4; T^2 + T + 3; T^2 + T + 4; T^2 + T + 6; T^2 + 2*T + 2; T^2 + 2*T + 3; T^2 + 2*T + 5; T^2 + 3*T + 1; T^2 + 3*T + 5; T^2 + 3*T + 6; T^2 + 4*T + 1; T^2 + 4*T + 5; T^2 + 4*T + 6; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 5; T^2 + 6*T + 3; T^2 + 6*T + 4; T^2 + 6*T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4,3,3,111,48,63,T^3 + 2; T^3 + 3; T^3 + 2*T + 1; T^3 + 4*T + 6; T^3 + 6*T + 2; T^3 + 6*T + 5; T^3 + T^2 + 3; T^3 + T^2 + 2*T + 4; T^3 + T^2 + 2*T + 6; T^3 + T^2 + 3*T + 5; T^3 + T^2 + 5*T + 4; T^3 + T^2 + 6*T + 3; T^3 + 2*T^2 + 1; T^3 + 2*T^2 + 3; T^3 + 2*T^2 + T + 4; T^3 + 2*T^2 + 2*T + 3; T^3 + 2*T^2 + 2*T + 6; T^3 + 2*T^2 + 3*T + 5; T^3 + 2*T^2 + 4*T + 5; T^3 + 2*T^2 + 6*T + 1; T^3 + 2*T^2 + 6*T + 2; T^3 + 2*T^2 + 6*T + 4; T^3 + 3*T^2 + T + 4; T^3 + 3*T^2 + 2*T + 2; T^3 + 3*T^2 + 2*T + 5; T^3 + 3*T^2 + 3*T + 3; T^3 + 3*T^2 + 3*T + 4; T^3 + 3*T^2 + 4*T + 1; T^3 + 3*T^2 + 4*T + 3; T^3 + 3*T^2 + 5*T + 2; T^3 + 3*T^2 + 5*T + 4; T^3 + 3*T^2 + 6*T + 6; T^3 + 4*T^2 + 1; T^3 + 4*T^2 + 2*T + 2; T^3 + 4*T^2 + 3*T + 3; T^3 + 4*T^2 + 3*T + 4; T^3 + 4*T^2 + 4*T + 4; T^3 + 4*T^2 + 4*T + 6; T^3 + 4*T^2 + 6*T + 5; T^3 + 5*T^2 + 6; T^3 + 5*T^2 + T + 3; T^3 + 5*T^2 + 2*T + 4; T^3 + 5*T^2 + 3*T + 2; T^3 + 5*T^2 + 3*T + 4; T^3 + 5*T^2 + 4*T + 2; T^3 + 5*T^2 + 5*T + 2; T^3 + 5*T^2 + 6*T + 3; T^3 + 5*T^2 + 6*T + 4; T^3 + 5*T^2 + 6*T + 6; T^3 + 6*T^2 + T + 2; T^3 + 6*T^2 + T + 5; T^3 + 6*T^2 + 2*T + 1; T^3 + 6*T^2 + 2*T + 3; T^3 + 6*T^2 + 3*T + 2; T^3 + 6*T^2 + 3*T + 6; T^3 + 6*T^2 + 4*T + 1; T^3 + 6*T^2 + 4*T + 4; T^3 + 6*T^2 + 5*T + 3; T^3 + 6*T^2 + 5*T + 4; T^3 + 6*T^2 + 5*T + 5; T^3 + 6*T^2 + 5*T + 6; T^3 + 6*T^2 + 6*T + 2; T^3 + 6*T^2 + 6*T + 4,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4,3,4,588,588,0,,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4*T + 1,3,1,7,0,7,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4*T + 1,3,2,21,0,21,T^2 + 1; T^2 + 2; T^2 + 4; T^2 + T + 3; T^2 + T + 4; T^2 + T + 6; T^2 + 2*T + 2; T^2 + 2*T + 3; T^2 + 2*T + 5; T^2 + 3*T + 1; T^2 + 3*T + 5; T^2 + 3*T + 6; T^2 + 4*T + 1; T^2 + 4*T + 5; T^2 + 4*T + 6; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 5; T^2 + 6*T + 3; T^2 + 6*T + 4; T^2 + 6*T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4*T + 1,3,3,111,44,67,T^3 + 2; T^3 + 3; T^3 + 4; T^3 + T + 1; T^3 + 2*T + 1; T^3 + 3*T + 2; T^3 + 4*T + 6; T^3 + 5*T + 2; T^3 + 6*T + 5; T^3 + T^2 + 1; T^3 + T^2 + T + 2; T^3 + T^2 + 2*T + 4; T^3 + T^2 + 3*T + 1; T^3 + T^2 + 3*T + 5; T^3 + T^2 + 4*T + 6; T^3 + T^2 + 5*T + 1; T^3 + T^2 + 5*T + 3; T^3 + T^2 + 6*T + 3; T^3 + 2*T^2 + 1; T^3 + 2*T^2 + T + 4; T^3 + 2*T^2 + 2*T + 3; T^3 + 2*T^2 + 2*T + 6; T^3 + 2*T^2 + 3*T + 5; T^3 + 2*T^2 + 4*T + 2; T^3 + 2*T^2 + 4*T + 5; T^3 + 2*T^2 + 5*T + 1; T^3 + 2*T^2 + 5*T + 5; T^3 + 2*T^2 + 6*T + 1; T^3 + 2*T^2 + 6*T + 3; T^3 + 3*T^2 + T + 1; T^3 + 3*T^2 + 2*T + 2; T^3 + 3*T^2 + 3*T + 3; T^3 + 3*T^2 + 3*T + 4; T^3 + 3*T^2 + 5*T + 4; T^3 + 3*T^2 + 6*T + 2; T^3 + 3*T^2 + 6*T + 6; T^3 + 4*T^2 + 1; T^3 + 4*T^2 + 3; T^3 + 4*T^2 + T + 3; T^3 + 4*T^2 + 2*T + 5; T^3 + 4*T^2 + 3*T + 1; T^3 + 4*T^2 + 3*T + 2; T^3 + 4*T^2 + 3*T + 4; T^3 + 4*T^2 + 5*T + 3; T^3 + 4*T^2 + 6*T + 1; T^3 + 4*T^2 + 6*T + 5; T^3 + 5*T^2 + 6; T^3 + 5*T^2 + T + 1; T^3 + 5*T^2 + 2*T + 1; T^3 + 5*T^2 + 2*T + 4; T^3 + 5*T^2 + 4*T + 2; T^3 + 5*T^2 + 4*T + 5; T^3 + 5*T^2 + 6*T + 4; T^3 + 6*T^2 + 4; T^3 + 6*T^2 + 6; T^3 + 6*T^2 + T + 2; T^3 + 6*T^2 + T + 5; T^3 + 6*T^2 + 2*T + 1; T^3 + 6*T^2 + 2*T + 3; T^3 + 6*T^2 + 3*T + 2; T^3 + 6*T^2 + 3*T + 6; T^3 + 6*T^2 + 5*T + 3; T^3 + 6*T^2 + 5*T + 4; T^3 + 6*T^2 + 5*T + 5; T^3 + 6*T^2 + 5*T + 6; T^3 + 6*T^2 + 6*T + 2; T^3 + 6*T^2 + 6*T + 4,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4*T + 1,3,4,588,588,0,,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4*T + 4,3,1,7,0,7,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4*T + 4,3,2,21,0,21,T^2 + 1; T^2 + 2; T^2 + 4; T^2 + T + 3; T^2 + T + 4; T^2 + T + 6; T^2 + 2*T + 2; T^2 + 2*T + 3; T^2 + 2*T + 5; T^2 + 3*T + 1; T^2 + 3*T + 5; T^2 + 3*T + 6; T^2 + 4*T + 1; T^2 + 4*T + 5; T^2 + 4*T + 6; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 5; T^2 + 6*T + 3; T^2 + 6*T + 4; T^2 + 6*T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4*T + 4,3,3,111,44,67,T^3 + 4; T^3 + T + 6; T^3 + 2*T + 1; T^3 + 3*T + 2; T^3 + 3*T + 5; T^3 + 5*T + 2; T^3 + 5*T + 5; T^3 + T^2 + 3; T^3 + T^2 + T + 2; T^3 + T^2 + T + 5; T^3 + T^2 + 2*T + 4; T^3 + T^2 + 2*T + 6; T^3 + T^2 + 3*T + 1; T^3 + T^2 + 4*T + 3; T^3 + T^2 + 5*T + 1; T^3 + T^2 + 5*T + 3; T^3 + T^2 + 5*T + 4; T^3 + 2*T^2 + T + 4; T^3 + 2*T^2 + 2*T + 3; T^3 + 2*T^2 + 2*T + 6; T^3 + 2*T^2 + 4*T + 5; T^3 + 2*T^2 + 5*T + 1; T^3 + 2*T^2 + 6*T + 3; T^3 + 2*T^2 + 6*T + 4; T^3 + 3*T^2 + 4; T^3 + 3*T^2 + T + 1; T^3 + 3*T^2 + T + 4; T^3 + 3*T^2 + 2*T + 2; T^3 + 3*T^2 + 2*T + 5; T^3 + 3*T^2 + 3*T + 4; T^3 + 3*T^2 + 3*T + 6; T^3 + 3*T^2 + 4*T + 3; T^3 + 3*T^2 + 5*T + 4; T^3 + 3*T^2 + 6*T + 2; T^3 + 3*T^2 + 6*T + 6; T^3 + 4*T^2 + 3; T^3 + 4*T^2 + T + 3; T^3 + 4*T^2 + T + 6; T^3 + 4*T^2 + 2*T + 2; T^3 + 4*T^2 + 3*T + 2; T^3 + 4*T^2 + 3*T + 4; T^3 + 4*T^2 + 4*T + 6; T^3 + 4*T^2 + 5*T + 5; T^3 + 4*T^2 + 6*T + 1; T^3 + 5*T^2 + 4; T^3 + 5*T^2 + T + 1; T^3 + 5*T^2 + 2*T + 4; T^3 + 5*T^2 + 3*T + 4; T^3 + 5*T^2 + 4*T + 5; T^3 + 5*T^2 + 5*T + 6; T^3 + 5*T^2 + 6*T + 4; T^3 + 5*T^2 + 6*T + 5; T^3 + 5*T^2 + 6*T + 6; T^3 + 6*T^2 + 4; T^3 + 6*T^2 + 6; T^3 + 6*T^2 + T + 2; T^3 + 6*T^2 + T + 5; T^3 + 6*T^2 + 2*T + 1; T^3 + 6*T^2 + 2*T + 3; T^3 + 6*T^2 + 3*T + 2; T^3 + 6*T^2 + 3*T + 6; T^3 + 6*T^2 + 5*T + 3; T^3 + 6*T^2 + 5*T + 4; T^3 + 6*T^2 + 5*T + 5; T^3 + 6*T^2 + 5*T + 6; T^3 + 6*T^2 + 6*T + 2; T^3 + 6*T^2 + 6*T + 4,results/q7_degree3_compact
7,T^3 + 6*T^2 + 4*T + 4,3,4,588,588,0,,results/q7_degree3_compact
7,T^3 + 6*T^2 + 5*T + 3,3,1,7,0,7,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 5*T + 3,3,2,21,0,21,T^2 + 1; T^2 + 2; T^2 + 4; T^2 + T + 3; T^2 + T + 4; T^2 + T + 6; T^2 + 2*T + 2; T^2 + 2*T + 3; T^2 + 2*T + 5; T^2 + 3*T + 1; T^2 + 3*T + 5; T^2 + 3*T + 6; T^2 + 4*T + 1; T^2 + 4*T + 5; T^2 + 4*T + 6; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 5; T^2 + 6*T + 3; T^2 + 6*T + 4; T^2 + 6*T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 5*T + 3,3,3,111,44,67,T^3 + 2; T^3 + 3; T^3 + T + 6; T^3 + 2*T + 6; T^3 + 3*T + 2; T^3 + 4*T + 1; T^3 + 5*T + 2; T^3 + T^2 + 3; T^3 + T^2 + 2*T + 4; T^3 + T^2 + 3*T + 5; T^3 + T^2 + 4*T + 3; T^3 + T^2 + 5*T + 1; T^3 + T^2 + 5*T + 2; T^3 + T^2 + 6*T + 3; T^3 + 2*T^2 + 1; T^3 + 2*T^2 + 3; T^3 + 2*T^2 + T + 4; T^3 + 2*T^2 + T + 6; T^3 + 2*T^2 + 2*T + 3; T^3 + 2*T^2 + 2*T + 6; T^3 + 2*T^2 + 3*T + 3; T^3 + 2*T^2 + 3*T + 5; T^3 + 2*T^2 + 5*T + 5; T^3 + 2*T^2 + 6*T + 1; T^3 + 2*T^2 + 6*T + 3; T^3 + 3*T^2 + 4; T^3 + 3*T^2 + 2*T + 2; T^3 + 3*T^2 + 3*T + 3; T^3 + 3*T^2 + 3*T + 4; T^3 + 3*T^2 + 4*T + 3; T^3 + 3*T^2 + 5*T + 2; T^3 + 3*T^2 + 6*T + 6; T^3 + 4*T^2 + 1; T^3 + 4*T^2 + 3; T^3 + 4*T^2 + T + 3; T^3 + 4*T^2 + 2*T + 2; T^3 + 4*T^2 + 2*T + 5; T^3 + 4*T^2 + 3*T + 1; T^3 + 4*T^2 + 3*T + 3; T^3 + 4*T^2 + 4*T + 4; T^3 + 4*T^2 + 4*T + 6; T^3 + 4*T^2 + 5*T + 3; T^3 + 4*T^2 + 5*T + 5; T^3 + 5*T^2 + 4; T^3 + 5*T^2 + 6; T^3 + 5*T^2 + T + 1; T^3 + 5*T^2 + T + 3; T^3 + 5*T^2 + 2*T + 1; T^3 + 5*T^2 + 3*T + 2; T^3 + 5*T^2 + 3*T + 4; T^3 + 5*T^2 + 4*T + 2; T^3 + 5*T^2 + 4*T + 5; T^3 + 5*T^2 + 6*T + 3; T^3 + 5*T^2 + 6*T + 5; T^3 + 6*T^2 + 4; T^3 + 6*T^2 + 6; T^3 + 6*T^2 + T + 2; T^3 + 6*T^2 + T + 5; T^3 + 6*T^2 + 2*T + 1; T^3 + 6*T^2 + 2*T + 3; T^3 + 6*T^2 + 3*T + 2; T^3 + 6*T^2 + 3*T + 6; T^3 + 6*T^2 + 4*T + 1; T^3 + 6*T^2 + 4*T + 4; T^3 + 6*T^2 + 5*T + 6; T^3 + 6*T^2 + 6*T + 2; T^3 + 6*T^2 + 6*T + 4,results/q7_degree3_compact
7,T^3 + 6*T^2 + 5*T + 3,3,4,588,588,0,,results/q7_degree3_compact
7,T^3 + 6*T^2 + 5*T + 4,3,1,7,0,7,T; T + 1; T + 2; T + 3; T + 4; T + 5; T + 6,results/q7_degree3_compact
7,T^3 + 6*T^2 + 5*T + 4,3,2,21,0,21,T^2 + 1; T^2 + 2; T^2 + 4; T^2 + T + 3; T^2 + T + 4; T^2 + T + 6; T^2 + 2*T + 2; T^2 + 2*T + 3; T^2 + 2*T + 5; T^2 + 3*T + 1; T^2 + 3*T + 5; T^2 + 3*T + 6; T^2 + 4*T + 1; T^2 + 4*T + 5; T^2 + 4*T + 6; T^2 + 5*T + 2; T^2 + 5*T + 3; T^2 + 5*T + 5; T^2 + 6*T + 3; T^2 + 6*T + 4; T^2 + 6*T + 6,results/q7_degree3_compact
